"organisasjonsnummer";"navn";"stiftelsesdato";"registreringsdatoEnhetsregisteret";"organisasjonsform";"hjemmeside";"registrertIFrivillighetsregisteret";"registrertIMvaregisteret";"registrertIForetaksregisteret";"registrertIStiftelsesregisteret";"frivilligRegistrertIMvaregisteret";"antallAnsatte";"institusjonellSektorkode.kode";"institusjonellSektorkode.beskrivelse";"naeringskode1.kode";"naeringskode1.beskrivelse";"naeringskode2.kode";"naeringskode2.beskrivelse";"naeringskode3.kode";"naeringskode3.beskrivelse";"postadresse.adresse";"postadresse.postnummer";"postadresse.poststed";"postadresse.kommunenummer";"postadresse.kommune";"postadresse.landkode";"postadresse.land";"forretningsadresse.adresse";"forretningsadresse.postnummer";"forretningsadresse.poststed";"forretningsadresse.kommunenummer";"forretningsadresse.kommune";"forretningsadresse.landkode";"forretningsadresse.land";"sisteInnsendteAarsregnskap";"konkurs";"underAvvikling";"underTvangsavviklingEllerTvangsopplosning";"overordnetEnhet"
990489858;"KEMNEREN I RISØR";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 38";4901;"TVEDESTRAND";914;"TVEDESTRAND";"NO";"Norge";"Tjennaveien 30";4900;"TVEDESTRAND";914;"TVEDESTRAND";"NO";"Norge";;"N";"N";"N";
990489874;"SKATTEOPPKREVEREN I ARENDAL KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Serviceboks 650";4809;"ARENDAL";906;"ARENDAL";"NO";"Norge";"Peder Thomassons gate 1";4801;"ARENDAL";906;"ARENDAL";"NO";"Norge";;"N";"N";"N";
990489890;"KEMNEREN I VEGÅRSHEI";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 38";4901;"TVEDESTRAND";914;"TVEDESTRAND";"NO";"Norge";"Tjennaveien 30";4900;"TVEDESTRAND";914;"TVEDESTRAND";"NO";"Norge";;"N";"N";"N";
990489912;"SKATTEOPPKREVEREN I FROLAND KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Serviceboks 650";4809;"ARENDAL";906;"ARENDAL";"NO";"Norge";"Osedalen";4820;"FROLAND";919;"FROLAND";"NO";"Norge";;"N";"N";"N";
990489939;"SKATTEOPPKREVEREN I BIRKENES KOMMUNE";;2007-03-19;"ADOS";"www.kristiansand.kommune.no";"N";"N";"N";"N";;0;;;;;;;;;"Postboks 417  Lund";4604;"KRISTIANSAND S";1001;"KRISTIANSAND";"NO";"Norge";"Rådhusgata 26";4611;"KRISTIANSAND S";1001;"KRISTIANSAND";"NO";"Norge";;"N";"N";"N";
990489955;"SKATTEOPPKREVEREN I IVELAND KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 25";4701;"VENNESLA";1014;"VENNESLA";"NO";"Norge";"Venneslamoen 1";4700;"VENNESLA";1014;"VENNESLA";"NO";"Norge";;"N";"N";"N";
990489971;"SKATTEOPPKREVEREN I BYGLAND KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Kasernevegen 19";4735;"EVJE";937;"EVJE OG HORNNES";"NO";"Norge";;"N";"N";"N";
990490007;"KEMNEREN I KRISTIANSAND";;2007-03-19;"ADOS";"www.kristiansand.kommune.no";"N";"N";"N";"N";;0;;;;;;;;;"Postboks 417 Lund";4604;"KRISTIANSAND S";1001;"KRISTIANSAND";"NO";"Norge";"Rådhusgata 26";4611;"KRISTIANSAND S";1001;"KRISTIANSAND";"NO";"Norge";;"N";"N";"N";
990490023;"SKATTEOPPKREVEREN I FARSUND";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 100";4552;"FARSUND";1003;"FARSUND";"NO";"Norge";;4552;"FARSUND";1003;"FARSUND";"NO";"Norge";;"N";"N";"N";
990489963;"SKATTEOPPKREVEREN I EVJE OG HORNNES";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Kasernevegen 19";4735;"EVJE";937;"EVJE OG HORNNES";"NO";"Norge";;"N";"N";"N";
990489998;"SKATTEOPPKREVEREN I BYKLE KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Evjemoen";4735;"EVJE";937;"EVJE OG HORNNES";"NO";"Norge";"Kasernevegen 19";4735;"EVJE";937;"EVJE OG HORNNES";"NO";"Norge";;"N";"N";"N";
990490015;"SKATTEOPPKREVEREN I MANDAL";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Serviceboks 905";4509;"MANDAL";1002;"MANDAL";"NO";"Norge";"Ytre Sandgate 25A";4514;"MANDAL";1002;"MANDAL";"NO";"Norge";;"N";"N";"N";
990490031;"SKATTEOPPKREVEREN I FLEKKEFJORD";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Kirkegaten 50";4400;"FLEKKEFJORD";1004;"FLEKKEFJORD";"NO";"Norge";;"N";"N";"N";
990490066;"SKATTEOPPKREVEREN I SØGNE KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Rådhusveien 1";4640;"SØGNE";1018;"SØGNE";"NO";"Norge";;"N";"N";"N";
990490082;"SKATTEOPPKREVEREN I ÅSERAL KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"KYRKJEBYGDI";4540;"ÅSERAL";1026;"ÅSERAL";"NO";"Norge";;"N";"N";"N";
990490104;"SKATTEOPPKREVEREN I LINDESNES KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 183";4524;"LINDESNES";1029;"LINDESNES";"NO";"Norge";"Rådhusveien 9";4520;"LINDESNES";1029;"LINDESNES";"NO";"Norge";;"N";"N";"N";
990490120;"SKATTEOPPKREVEREN I HÆGEBOSTAD KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Birkeland";4595;"TINGVATN";1034;"HÆGEBOSTAD";"NO";"Norge";;"N";"N";"N";
990490147;"SKATTEOPPKREVEREN I SIRDAL KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"TONSTAD";4440;"TONSTAD";1046;"SIRDAL";"NO";"Norge";;"N";"N";"N";
990490163;"SKATTEOPPKREVEREN I SANDNES KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 284";4303;"SANDNES";1102;"SANDNES";"NO";"Norge";"Jærveien 33";4319;"SANDNES";1102;"SANDNES";"NO";"Norge";;"N";"N";"N";
990490198;"SKATTEOPPKREVEREN I SOKNDAL KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;;4380;"HAUGE I DALANE";1111;"SOKNDAL";"NO";"Norge";;"N";"N";"N";
990490228;"SKATTEOPPKREVEREN I HÅ KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"v/Jæren kemnerkontor Postboks 38";4349;"BRYNE";1121;"TIME";"NO";"Norge";"Røyrvika 2";4344;"BRYNE";1121;"TIME";"NO";"Norge";;"N";"N";"N";
990490058;"SKATTEOPPKREVEREN I SONGDALEN KOMMUNE";;2007-03-19;"ADOS";"kristiansand.kommune.no";"N";"N";"N";"N";;0;;;;;;;;;"Postboks 417  Lund";4604;"KRISTIANSAND S";1001;"KRISTIANSAND";"NO";"Norge";"Rådhusgata 22";4611;"KRISTIANSAND S";1001;"KRISTIANSAND";"NO";"Norge";;"N";"N";"N";
990490074;"SKATTEOPPKREVEREN I MARNARDAL KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"RÅDHUSET";4534;"MARNARDAL";1021;"MARNARDAL";"NO";"Norge";;"N";"N";"N";
990490090;"SKATTEOPPKREVEREN I AUDNEDAL KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Rådhuset";4525;"KONSMO";1027;"AUDNEDAL";"NO";"Norge";;"N";"N";"N";
990490112;"SKATTEOPPKREVEREN I LYNGDAL KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 353";4577;"LYNGDAL";1032;"LYNGDAL";"NO";"Norge";"Prost Birkelands gate 4";4580;"LYNGDAL";1032;"LYNGDAL";"NO";"Norge";;"N";"N";"N";
990490139;"SKATTEOPPKREVEREN I KVINESDAL KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Nesgata 11";4480;"KVINESDAL";1037;"KVINESDAL";"NO";"Norge";;"N";"N";"N";
990490155;"SKATTEOPPKREVEREN I EIGERSUND KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Bøckmans gate 2";4370;"EGERSUND";1101;"EIGERSUND";"NO";"Norge";;"N";"N";"N";
990490171;"STAVANGER KEMNERKONTOR";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 118";4001;"STAVANGER";1103;"STAVANGER";"NO";"Norge";"Lagårdsveien 46";4010;"STAVANGER";1103;"STAVANGER";"NO";"Norge";;"N";"N";"N";
990490201;"SKATTEOPPKREVEREN I LUND KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Moiveien 9";4460;"MOI";1112;"LUND";"NO";"Norge";;"N";"N";"N";
990490236;"SKATTEOPPKREVEREN I KLEPP KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"v/Jæren kemnerkontor Postboks 38";4349;"BRYNE";1121;"TIME";"NO";"Norge";"Røyrvika 2";4344;"BRYNE";1121;"TIME";"NO";"Norge";;"N";"N";"N";
990490252;"SKATTEOPPKREVEREN I GJESDAL KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"v/Jæren kemnerkontor Postboks 38";4349;"BRYNE";1121;"TIME";"NO";"Norge";"Røyrvika 2";4344;"BRYNE";1121;"TIME";"NO";"Norge";;"N";"N";"N";
990490279;"SKATTEOPPKREVEREN I RANDABERG KOMMUNE";;2007-03-19;"ADOS";"www.randaberg.kommune.no";"N";"N";"N";"N";;0;;;;;;;;;"Postboks 40";4096;"RANDABERG";1127;"RANDABERG";"NO";"Norge";"Randabergveien 370";4070;"RANDABERG";1127;"RANDABERG";"NO";"Norge";;"N";"N";"N";
990490244;"SKATTEOPPKREVEREN I TIME KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"v/Jæren kemnerkontor Postboks 38";4349;"BRYNE";1121;"TIME";"NO";"Norge";"Røyrvika 2";4344;"BRYNE";1121;"TIME";"NO";"Norge";;"N";"N";"N";
990490260;"SKATTEOPPKREVEREN I SOLA KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 99";4097;"SOLA";1124;"SOLA";"NO";"Norge";"Rådhusvegen 21";4050;"SOLA";1124;"SOLA";"NO";"Norge";;"N";"N";"N";
990490287;"SKATTEOPPKREVEREN I FORSAND KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"KOMMUNEHUSET";4110;"FORSAND";1129;"FORSAND";"NO";"Norge";;"N";"N";"N";
990490430;"SKATTEOPPKREVEREN I SVEIO KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 40";5559;"SVEIO";1216;"SVEIO";"NO";"Norge";"Sveiogata 70";5550;"SVEIO";1216;"SVEIO";"NO";"Norge";;"N";"N";"N";
990490597;"KEMNEREN I OS";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 84";5202;"OS";1243;"OS";"NO";"Norge";"Torggata 7";5200;"OS";1243;"OS";"NO";"Norge";;"N";"N";"N";
990490740;"FLORA KEMNERKONTOR";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 264";6902;"FLORØ";1401;"FLORA";"NO";"Norge";"Hans Blomgate 5";6900;"FLORØ";1401;"FLORA";"NO";"Norge";;"N";"N";"N";
990490767;"SKATTEOPPKREVJAREN I SOLUND";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;;6924;"HARDBAKKE";1412;"SOLUND";"NO";"Norge";;"N";"N";"N";
990490783;"SKATTEOPPKREVEREN I HØYANGER KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"August Gunnarskogs gate 1";6993;"HØYANGER";1416;"HØYANGER";"NO";"Norge";;"N";"N";"N";
990490805;"SKATTEOPPKREVJAREN I BALESTRAND KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Kong Beles veg 20";6899;"BALESTRAND";1418;"BALESTRAND";"NO";"Norge";;"N";"N";"N";
990490821;"SKATTEOPPKREVEREN I SOGNDAL KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 153";6851;"SOGNDAL";1420;"SOGNDAL";"NO";"Norge";"Gravensteinsgata 17";6856;"SOGNDAL";1420;"SOGNDAL";"NO";"Norge";;"N";"N";"N";
990490856;"SKATTEOPPKREVEREN I ÅRDAL KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Statsråd Evensens veg 4";6885;"ÅRDALSTANGEN";1424;"ÅRDAL";"NO";"Norge";;"N";"N";"N";
990490872;"SKATTEOPPKREVJAREN I ASKVOLL";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;;6980;"ASKVOLL";1428;"ASKVOLL";"NO";"Norge";;"N";"N";"N";
990490295;"SKATTEOPPKREVEREN I STRAND KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 115";4126;"JØRPELAND";1130;"STRAND";"NO";"Norge";"Rådhusgaten 2";4100;"JØRPELAND";1130;"STRAND";"NO";"Norge";;"N";"N";"N";
990490309;"SKATTEOPPKREVEREN I HJELMELAND KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 115";4126;"JØRPELAND";1130;"STRAND";"NO";"Norge";"Rådhusgaten 2";4100;"JØRPELAND";1130;"STRAND";"NO";"Norge";;"N";"N";"N";
990490317;"SKATTEOPPKREVEREN I SULDAL KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"KOMMUNEHUSET";4230;"SAND";1134;"SULDAL";"NO";"Norge";;"N";"N";"N";
990490325;"SKATTEOPPKREVEREN I SAUDA KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Rådhusgata 32";4200;"SAUDA";1135;"SAUDA";"NO";"Norge";;"N";"N";"N";
990490333;"SKATTEOPPKREVEREN I FINNØY KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Rådhuset";4160;"FINNØY";1141;"FINNØY";"NO";"Norge";;"N";"N";"N";
990490341;"SKATTEOPPKREVEREN I RENNESØY KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"KOMMUNEHUSET";4150;"RENNESØY";1142;"RENNESØY";"NO";"Norge";;"N";"N";"N";
990490368;"SKATTEOPPKREVEREN I BOKN KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"BOKNATUN";5561;"BOKN";1145;"BOKN";"NO";"Norge";;"N";"N";"N";
990490376;"SKATTEOPPKREVEREN I TYSVÆR KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;;5570;"AKSDAL";1146;"TYSVÆR";"NO";"Norge";;"N";"N";"N";
990490392;"SKATTEOPPKREVEREN I UTSIRA KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;;5547;"UTSIRA";1151;"UTSIRA";"NO";"Norge";;"N";"N";"N";
990490406;"SKATTEOPPKREVEREN I VINDAFJORD KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Rådhuset";5580;"ØLEN";1160;"VINDAFJORD";"NO";"Norge";;"N";"N";"N";
990490414;"KEMNEREN I BERGEN";;2007-03-19;"ADOS";"www.bergen.kommune.no";"N";"N";"N";"N";;0;;;;;;;;;"Postboks 7000";5020;"BERGEN";1201;"BERGEN";"NO";"Norge";"Nonnesetergaten 4";5015;"BERGEN";1201;"BERGEN";"NO";"Norge";;"N";"N";"N";
990490422;"SKATTEOPPKREVEREN I ETNE KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"ETNE TINGHUS";5590;"ETNE";1211;"ETNE";"NO";"Norge";;"N";"N";"N";
990490635;"KEMNEREN I ASKØY";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Klampavikvegen 1";5300;"KLEPPESTØ";1247;"ASKØY";"NO";"Norge";;"N";"N";"N";
990490910;"SKATTEOPPKREVEREN I FØRDE KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 338";6802;"FØRDE";1432;"FØRDE";"NO";"Norge";"Hafstadvegen 42";6800;"FØRDE";1432;"FØRDE";"NO";"Norge";;"N";"N";"N";
990490899;"SKATTEOPPKREVEREN I GAULAR KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"c/o Skatteoppkreveren i Førde Postboks 338";6802;"FØRDE";1432;"FØRDE";"NO";"Norge";"c/o Skatteoppkreveren i Førde Hafstadvegen 42";6800;"FØRDE";1432;"FØRDE";"NO";"Norge";;"N";"N";"N";
990490449;"SKATTEOPPKREVEREN I BØMLO KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"KOMMUNEHUSET";5430;"BREMNES";1219;"BØMLO";"NO";"Norge";;"N";"N";"N";
990490457;"SKATTEOPPKREVEREN I STORD KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Borggata";5417;"STORD";1221;"STORD";"NO";"Norge";;"N";"N";"N";
990490465;"SKATTEOPPKREVEREN I FITJAR KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 63";5401;"STORD";1221;"STORD";"NO";"Norge";"RÅDHUSET";5419;"FITJAR";1222;"FITJAR";"NO";"Norge";;"N";"N";"N";
990490473;"SKATTEOPPKREVEREN I TYSNES KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 84";5202;"OS";1243;"OS";"NO";"Norge";"Torggata 7";5200;"OS";1243;"OS";"NO";"Norge";;"N";"N";"N";
990490481;"SKATTEOPPKREVEREN I KVINNHERAD KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"RÅDHUSET";5470;"ROSENDAL";1224;"KVINNHERAD";"NO";"Norge";;"N";"N";"N";
990490503;"SKATTEOPPKREVEREN I ODDA KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Opheimsgata 31";5750;"ODDA";1228;"ODDA";"NO";"Norge";;"N";"N";"N";
990490511;"SKATTEOPPKREVEREN I ULLENSVANG HERAD";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;;5780;"KINSARVIK";1231;"ULLENSVANG";"NO";"Norge";;"N";"N";"N";
990490538;"SKATTEOPPKREVEREN I ULVIK KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Skeiesvegen 5";5730;"ULVIK";1233;"ULVIK";"NO";"Norge";;"N";"N";"N";
990490546;"SKATTEOPPKREVEREN I GRANVIN KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"c/o Voss kommune Postboks 145";5701;"VOSS";1235;"VOSS";"NO";"Norge";;5736;"GRANVIN";1234;"GRANVIN";"NO";"Norge";;"N";"N";"N";
990490554;"SKATTEOPPKREVEREN I VOSS KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 145";5701;"VOSS";1235;"VOSS";"NO";"Norge";"Uttrågata 9";5700;"VOSS";1235;"VOSS";"NO";"Norge";;"N";"N";"N";
990490562;"SKATTEOPPKREVEREN I KVAM KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"RÅDHUSET";5600;"NORHEIMSUND";1238;"KVAM";"NO";"Norge";;"N";"N";"N";
990490570;"SKATTEOPPKREVEREN I FUSA KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;;5640;"EIKELANDSOSEN";1241;"FUSA";"NO";"Norge";;"N";"N";"N";
990490589;"SKATTEOPPKREVJAREN I SAMNANGER";;2007-03-19;"ADOS";"www.samnanger.kommune.no";"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Tyssevegen 217";5650;"TYSSE";1242;"SAMNANGER";"NO";"Norge";;"N";"N";"N";
990490929;"SKATTEOPPKREVEREN I NAUSTDAL KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"c/o Skatteoppkreveren i Førde Postboks 338";6802;"FØRDE";1432;"FØRDE";"NO";"Norge";"c/o Skatteoppkreveren i Førde Hafstadvegen 42";6800;"FØRDE";1432;"FØRDE";"NO";"Norge";;"N";"N";"N";
990491623;"SKATTEOPPKREVEREN I STEINKJER KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Liavegen 1";7790;"MALM";1724;"VERRAN";"NO";"Norge";"Kjerkbakken 2";7790;"MALM";1724;"VERRAN";"NO";"Norge";;"N";"N";"N";
990490384;"KEMNEREN I KARMØY";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Rådhuset Postboks 167";4291;"KOPERVIK";1149;"KARMØY";"NO";"Norge";"Statsråd Vinjes gate 25";4250;"KOPERVIK";1149;"KARMØY";"NO";"Norge";;"N";"N";"N";
990490600;"SKATTEOPPKREVEREN I AUSTEVOLL KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 84";5202;"OS";1243;"OS";"NO";"Norge";"Torggata 7";5200;"OS";1243;"OS";"NO";"Norge";;"N";"N";"N";
990490619;"SKATTEOPPKREVJAREN I SUND";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 23";5371;"SKOGSVÅG";1245;"SUND";"NO";"Norge";"Sund senter";5382;"SKOGSVÅG";1245;"SUND";"NO";"Norge";;"N";"N";"N";
990490627;"KEMNEREN I FJELL";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 184";5342;"STRAUME";1246;"FJELL";"NO";"Norge";"FJELL RÅDHUS";5353;"STRAUME";1246;"FJELL";"NO";"Norge";;"N";"N";"N";
990490643;"SKATTEOPPKREVEREN I VAKSDAL KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Konsul Jebsensgata 16";5722;"DALEKVAM";1251;"VAKSDAL";"NO";"Norge";;"N";"N";"N";
990490651;"SKATTEOPPKREVEREN I MODALEN KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;;5729;"MODALEN";1252;"MODALEN";"NO";"Norge";;"N";"N";"N";
990490678;"SKATTEOPPKREVEREN I MELAND KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"RÅDHUSET";5918;"FREKHAUG";1256;"MELAND";"NO";"Norge";;"N";"N";"N";
990490686;"SKATTEOPPKREVEREN I ØYGARDEN KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Jensvardvegen 8";5336;"TJELDSTØ";1259;"ØYGARDEN";"NO";"Norge";;"N";"N";"N";
990490694;"SKATTEOPPKREVJAREN I RADØY";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Krossvegen 8";5936;"MANGER";1260;"RADØY";"NO";"Norge";;"N";"N";"N";
990490708;"SKATTEOPPKREVEREN I LINDÅS KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Kvernhusmyrane 41";5914;"ISDALSTØ";1263;"LINDÅS";"NO";"Norge";;"N";"N";"N";
990490716;"SKATTEOPPKREVEREN I AUSTRHEIM KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Sætre";5943;"AUSTRHEIM";1264;"AUSTRHEIM";"NO";"Norge";;"N";"N";"N";
990490724;"SKATTEOPPKREVEREN I FEDJE KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Kommunehuset";5947;"FEDJE";1265;"FEDJE";"NO";"Norge";;"N";"N";"N";
990490732;"SKATTEOPPKREVEREN I MASFJORDEN KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"ADMINISTRASJONSBYGGET";5981;"MASFJORDNES";1266;"MASFJORDEN";"NO";"Norge";;"N";"N";"N";
990490759;"SKATTEOPPKREVEREN I GULEN KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Eivindvikvegen 1119";5966;"EIVINDVIK";1411;"GULEN";"NO";"Norge";;"N";"N";"N";
