"organisasjonsnummer";"navn";"stiftelsesdato";"registreringsdatoEnhetsregisteret";"organisasjonsform";"hjemmeside";"registrertIFrivillighetsregisteret";"registrertIMvaregisteret";"registrertIForetaksregisteret";"registrertIStiftelsesregisteret";"frivilligRegistrertIMvaregisteret";"antallAnsatte";"institusjonellSektorkode.kode";"institusjonellSektorkode.beskrivelse";"naeringskode1.kode";"naeringskode1.beskrivelse";"naeringskode2.kode";"naeringskode2.beskrivelse";"naeringskode3.kode";"naeringskode3.beskrivelse";"postadresse.adresse";"postadresse.postnummer";"postadresse.poststed";"postadresse.kommunenummer";"postadresse.kommune";"postadresse.landkode";"postadresse.land";"forretningsadresse.adresse";"forretningsadresse.postnummer";"forretningsadresse.poststed";"forretningsadresse.kommunenummer";"forretningsadresse.kommune";"forretningsadresse.landkode";"forretningsadresse.land";"sisteInnsendteAarsregnskap";"konkurs";"underAvvikling";"underTvangsavviklingEllerTvangsopplosning";"overordnetEnhet"
990490775;"SKATTEOPPKREVJAREN I HYLLESTAD";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Hyllestad kommunehus";6957;"HYLLESTAD";1413;"HYLLESTAD";"NO";"Norge";;"N";"N";"N";
990490791;"SKATTEOPPKREVEREN I VIK KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"KOMMUNEHUSET 1";6893;"VIK I SOGN";1417;"VIK";"NO";"Norge";;"N";"N";"N";
990490813;"KOMMUNEKASSERAREN I LEIKANGER";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Skrivarvegen 7";6863;"LEIKANGER";1419;"LEIKANGER";"NO";"Norge";;"N";"N";"N";
990490848;"SKATTEOPPKREVEREN I LÆRDAL KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"RÅDHUSET";6887;"LÆRDAL";1422;"LÆRDAL";"NO";"Norge";;"N";"N";"N";
990490864;"SKATTEOPPKREVJAREN I LUSTER KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Rådhuset";6868;"GAUPNE";1426;"LUSTER";"NO";"Norge";;"N";"N";"N";
990490880;"SKATTEOPPKREVJAREN I FJALER";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 54";6961;"DALE I SUNNFJORD";1429;"FJALER";"NO";"Norge";"FJALERHUSET";6963;"DALE I SUNNFJORD";1429;"FJALER";"NO";"Norge";;"N";"N";"N";
990490902;"SKATTEOPPKREVJAREN I JØLSTER";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;;6843;"SKEI I JØLSTER";1431;"JØLSTER";"NO";"Norge";;"N";"N";"N";
990490945;"SKATTEOPPKREVEREN I VÅGSØY KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Gate 1 64";6700;"MÅLØY";1439;"VÅGSØY";"NO";"Norge";;"N";"N";"N";
990490961;"SKATTEOPPKREVJAREN I EID KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Rådhusvegen 11";6770;"NORDFJORDEID";1443;"EID";"NO";"Norge";;"N";"N";"N";
990490996;"SKATTEOPPKREVEREN I STRYN KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Tonningsgata 4";6783;"STRYN";1449;"STRYN";"NO";"Norge";;"N";"N";"N";
990491038;"SKATTEOPPKREVEREN I VANYLVEN KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"RÅDHUSET";6143;"FISKÅ";1511;"VANYLVEN";"NO";"Norge";;"N";"N";"N";
990490937;"SKATTEOPPKREVEREN I BREMANGER KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"RÅDHUSET";6723;"SVELGEN";1438;"BREMANGER";"NO";"Norge";;"N";"N";"N";
990490953;"SKATTEOPPKREVJAREN I SELJE KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;;6740;"SELJE";1441;"SELJE";"NO";"Norge";;"N";"N";"N";
990490988;"SKATTEOPPKREVEREN I GLOPPEN KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Grandavegen 9";6823;"SANDANE";1445;"GLOPPEN";"NO";"Norge";;"N";"N";"N";
990491003;"KEMNEREN I MOLDE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Rådhusplassen 1";6413;"MOLDE";1502;"MOLDE";"NO";"Norge";;"N";"N";"N";
990491046;"SKATTEOPPKREVEREN I SANDE KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"RÅDHUSET";6084;"LARSNES";1514;"SANDE";"NO";"Norge";;"N";"N";"N";
990491062;"SKATTEOPPKREVJAREN I ULSTEIN";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 143";6067;"ULSTEINVIK";1516;"ULSTEIN";"NO";"Norge";"Sjøgata 63";6065;"ULSTEINVIK";1516;"ULSTEIN";"NO";"Norge";;"N";"N";"N";
990491089;"SKATTEOPPKREVJAREN I VOLDA";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Stormyra 2";6100;"VOLDA";1519;"VOLDA";"NO";"Norge";;"N";"N";"N";
990491100;"SKATTEOPPKREVEREN I ØRSKOG KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;;6240;"ØRSKOG";1523;"ØRSKOG";"NO";"Norge";;"N";"N";"N";
990491127;"SKATTEOPPKREVJAREN I STRANDA";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Øyna 13";6200;"STRANDA";1525;"STRANDA";"NO";"Norge";"Storgata 4";6200;"STRANDA";1525;"STRANDA";"NO";"Norge";;"N";"N";"N";
990491143;"SKATTEOPPKREVEREN I SYKKYLVEN KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;;6230;"SYKKYLVEN";1528;"SYKKYLVEN";"NO";"Norge";;"N";"N";"N";
990491178;"SKATTEOPPKREVEREN I GISKE KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;;6050;"VALDERØYA";1532;"GISKE";"NO";"Norge";;"N";"N";"N";
990491054;"SKATTEOPPKREVJAREN I HERØY KOMMUNE";;2007-03-19;"ADOS";"www.heroy.kommune.no";"N";"N";"N";"N";;0;;;;;;;;;"Postboks 173";6099;"FOSNAVÅG";1515;"HERØY";"NO";"Norge";"RÅDHUSET";6090;"FOSNAVÅG";1515;"HERØY";"NO";"Norge";;"N";"N";"N";
990491070;"SKATTEOPPKREVJAREN I HAREID";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Rådhusplassen 5";6060;"HAREID";1517;"HAREID";"NO";"Norge";;"N";"N";"N";
990491097;"SKATTEOPPKREVEREN I ØRSTA KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Dalevegen 6";6153;"ØRSTA";1520;"ØRSTA";"NO";"Norge";;"N";"N";"N";
990491119;"SKATTEOPPKREVEREN I NORDDAL KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"RÅDHUSET";6210;"VALLDAL";1524;"NORDDAL";"NO";"Norge";;"N";"N";"N";
990491135;"SKATTEOPPKREVEREN I STORDAL KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"KOMMUNEHUSET";6250;"STORDAL";1526;"STORDAL";"NO";"Norge";;"N";"N";"N";
990491151;"SKATTEOPPKREVEREN I SKODJE KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;;6260;"SKODJE";1529;"SKODJE";"NO";"Norge";;"N";"N";"N";
990491186;"SKATTEOPPKREVEREN I HARAM KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Storgata 19";6270;"BRATTVÅG";1534;"HARAM";"NO";"Norge";;"N";"N";"N";
990491208;"SKATTEOPPKREVEREN I RAUMA KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Vollan 8A";6300;"ÅNDALSNES";1539;"RAUMA";"NO";"Norge";;"N";"N";"N";
990491224;"SKATTEOPPKREVJAREN I MIDSUND";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;;6475;"MIDSUND";1545;"MIDSUND";"NO";"Norge";;"N";"N";"N";
990491240;"SKATTEOPPKREVEREN I AUKRA KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Falkhytten";6480;"AUKRA";1547;"AUKRA";"NO";"Norge";;"N";"N";"N";
990491267;"SKATTEOPPKREVEREN I EIDE KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"c/o Skatteoppkreveren i Fræna Rådhuset";6440;"ELNESVÅGEN";1548;"FRÆNA";"NO";"Norge";"Rådhuset";6440;"ELNESVÅGEN";1548;"FRÆNA";"NO";"Norge";;"N";"N";"N";
990491291;"SKATTEOPPKREVEREN I GJEMNES KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;;6631;"BATNFJORDSØRA";1557;"GJEMNES";"NO";"Norge";;"N";"N";"N";
990491313;"SKATTEOPPKREVEREN I SUNNDAL KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 94";6601;"SUNNDALSØRA";1563;"SUNNDAL";"NO";"Norge";"Romsdalsvegen 2";6600;"SUNNDALSØRA";1563;"SUNNDAL";"NO";"Norge";;"N";"N";"N";
990491194;"SKATTEOPPKREVEREN I VESTNES KOMMUNE";;2007-03-19;"ADOS";"vestnes.kommune.no";"N";"N";"N";"N";;0;;;;;;;;;"Kemneren i Molde og Vestnes Rådhusplassen 1";6413;"MOLDE";1502;"MOLDE";"NO";"Norge";"Byfogd Motzfeldts gate 6";6413;"MOLDE";1502;"MOLDE";"NO";"Norge";;"N";"N";"N";
990491216;"SKATTEOPPKREVEREN I NESSET KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Kommunehuset";6460;"EIDSVÅG I ROMSDAL";1543;"NESSET";"NO";"Norge";;"N";"N";"N";
990491232;"KOMMUNEKASSERAREN I SANDØY";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"HARNESHAUG";6487;"HARØY";1546;"SANDØY";"NO";"Norge";;"N";"N";"N";
990491259;"SKATTEOPPKREVEREN I FRÆNA KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"RÅDHUSET";6440;"ELNESVÅGEN";1548;"FRÆNA";"NO";"Norge";;"N";"N";"N";
990491275;"SKATTEOPPKREVEREN I AVERØY KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 152";6538;"AVERØY";1554;"AVERØY";"NO";"Norge";"Bruhagen";6530;"AVERØY";1554;"AVERØY";"NO";"Norge";;"N";"N";"N";
990491305;"SKATTEOPPKREVEREN I TINGVOLL KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;;6630;"TINGVOLL";1560;"TINGVOLL";"NO";"Norge";;"N";"N";"N";
990491321;"SKATTEOPPKREVEREN I SURNADAL KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;;6650;"SURNADAL";1566;"SURNADAL";"NO";"Norge";;"N";"N";"N";
990491356;"SKATTEOPPKREVEREN I SMØLA KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"RÅDHUSET";6570;"SMØLA";1573;"SMØLA";"NO";"Norge";;"N";"N";"N";
990491372;"TRONDHEIM KEMNERKONTOR";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 2300 Sluppen";7004;"TRONDHEIM";1601;"TRONDHEIM";"NO";"Norge";"Prinsens gate 49";7011;"TRONDHEIM";1601;"TRONDHEIM";"NO";"Norge";;"N";"N";"N";
990491399;"SKATTEOPPKREVEREN I SNILLFJORD KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"KROKSTADØRA";7257;"SNILLFJORD";1613;"SNILLFJORD";"NO";"Norge";;"N";"N";"N";
990491410;"SKATTEOPPKREVEREN I FRØYA KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Rådhuset";7240;"HITRA";1617;"HITRA";"NO";"Norge";;"N";"N";"N";
990491437;"SKATTEOPPKREVEREN I AGDENES KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;;7316;"LENSVIK";1622;"AGDENES";"NO";"Norge";;"N";"N";"N";
990491453;"KEMNEREN I BJUGN";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Kemnerkontoret for Fosen";7120;"LEKSVIK";1718;"LEKSVIK";"NO";"Norge";;"N";"N";"N";
990491348;"SKATTEOPPKREVEREN I HALSA KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;;6683;"VÅGLAND";1571;"HALSA";"NO";"Norge";;"N";"N";"N";
990491364;"SKATTEOPPKREVEREN I AURE KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Rådhuset";6690;"AURE";1576;"AURE";"NO";"Norge";;"N";"N";"N";
990491380;"KEMNEREN I HEMNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Trondheimsveien 1";7200;"KYRKSÆTERØRA";1612;"HEMNE";"NO";"Norge";;"N";"N";"N";
990491402;"SKATTEOPPKREVEREN I HITRA KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;;7240;"HITRA";1617;"HITRA";"NO";"Norge";;"N";"N";"N";
990491429;"KEMNEREN I ØRLAND KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Kemnerkontoret for Fosen";7120;"LEKSVIK";1718;"LEKSVIK";"NO";"Norge";;"N";"N";"N";
990491445;"KEMNEREN I RISSA KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Kemnerkontoret for Fosen";7120;"LEKSVIK";1718;"LEKSVIK";"NO";"Norge";;"N";"N";"N";
990491461;"KEMNEREN I ÅFJORD";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Kemnerkontoret for Fosen";7120;"LEKSVIK";1718;"LEKSVIK";"NO";"Norge";;"N";"N";"N";
990491763;"SKATTEOPPKREVEREN I MIDTRE NAMDAL   RØYRVIK KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 333  Sentrum";7801;"NAMSOS";1703;"NAMSOS";"NO";"Norge";"Abel Meyers gate 10";7800;"NAMSOS";1703;"NAMSOS";"NO";"Norge";;"N";"N";"N";
990491917;"SKATTEOPPKREVEREN I VEGA KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Gladstad";8980;"VEGA";1815;"VEGA";"NO";"Norge";;"N";"N";"N";
990492069;"SKATTEOPPKREVEREN I MELØY KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"RÅDHUSET";8150;"ØRNES";1837;"MELØY";"NO";"Norge";;"N";"N";"N";
990492212;"SKATTEOPPKREVEREN I FLAKSTAD KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;;8380;"RAMBERG";1859;"FLAKSTAD";"NO";"Norge";;"N";"N";"N";
990492239;"SKATTEOPPKREVEREN I VÅGAN KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Storgata 29";8300;"SVOLVÆR";1865;"VÅGAN";"NO";"Norge";;"N";"N";"N";
990491488;"KEMNEREN I OSEN";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Kemnerkontoret for Fosen";7120;"LEKSVIK";1718;"LEKSVIK";"NO";"Norge";;"N";"N";"N";
990491496;"SKATTEOPPKREVEREN I OPPDAL KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"INGE KROKANSVEI";7340;"OPPDAL";1634;"OPPDAL";"NO";"Norge";;"N";"N";"N";
990491518;"SKATTEOPPKREVEREN I MELDAL KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Kvamsveien 2";7336;"MELDAL";1636;"MELDAL";"NO";"Norge";;"N";"N";"N";
990491526;"KEMNERKONTORET I ORKDAL";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 83";7301;"ORKANGER";1638;"ORKDAL";"NO";"Norge";;7300;"ORKANGER";1638;"ORKDAL";"NO";"Norge";;"N";"N";"N";
990491534;"KEMNEREN I RØROS - OS - HOLTÅLEN";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Tollef Bredals vei 13";7374;"RØROS";1640;"RØROS";"NO";"Norge";;"N";"N";"N";
990491542;"KEMNEREN I RØROS - OS - HOLTÅLEN";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Tollef Bredals vei 13";7374;"RØROS";1640;"RØROS";"NO";"Norge";;"N";"N";"N";
990491550;"SKATTEOPPKREVEREN I MIDTRE GAULDAL";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Melhus rådhus";7224;"MELHUS";1653;"MELHUS";"NO";"Norge";;"N";"N";"N";
990491569;"KEMNEREN I MELHUS KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;;7224;"MELHUS";1653;"MELHUS";"NO";"Norge";;"N";"N";"N";
990491577;"SKATTEOPPKREVEREN I SKAUN KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Melhus rådhus";7224;"MELHUS";1653;"MELHUS";"NO";"Norge";;"N";"N";"N";
990491585;"KLÆBU KEMNERKONTOR";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;7004;"TRONDHEIM";1601;"TRONDHEIM";"NO";"Norge";"Prinsens gate 49";7011;"TRONDHEIM";1601;"TRONDHEIM";"NO";"Norge";;"N";"N";"N";
990491593;"SKATTEOPPKREVEREN I MALVIK KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;;7550;"HOMMELVIK";1663;"MALVIK";"NO";"Norge";;"N";"N";"N";
990491607;"KOMMUNEKASSEREREN I SELBU KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;;7580;"SELBU";1664;"SELBU";"NO";"Norge";;"N";"N";"N";
990491615;"SKATTEOPPKREVEREN I TYDAL KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"ÅS";7590;"TYDAL";1665;"TYDAL";"NO";"Norge";;"N";"N";"N";
990491658;"SKATTEOPPKREVEREN I STJØRDAL KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Kjøpmannsgata 9";7500;"STJØRDAL";1714;"STJØRDAL";"NO";"Norge";;"N";"N";"N";
990491712;"SKATTEOPPKREVEREN I VERRAN KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Liavegen 1";7790;"MALM";1724;"VERRAN";"NO";"Norge";"Kjerkbakken 2";7790;"MALM";1724;"VERRAN";"NO";"Norge";;"N";"N";"N";
990491739;"SKATTEOPPKREVEREN I INDERØY KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Liavegen 1";7790;"MALM";1724;"VERRAN";"NO";"Norge";"Kjerkbakken 2";7790;"MALM";1724;"VERRAN";"NO";"Norge";;"N";"N";"N";
990491674;"KEMNEREN I LEKSVIK";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Kemmnerkontoret for Fosen Vinnasand 9";7120;"LEKSVIK";1718;"LEKSVIK";"NO";"Norge";;"N";"N";"N";
990491631;"SKATTEOPPKREVEREN I MIDTRE NAMDAL  NAMSOS KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 333 Sentrum";7801;"NAMSOS";1703;"NAMSOS";"NO";"Norge";"Abel Meyers gate 10";7800;"NAMSOS";1703;"NAMSOS";"NO";"Norge";;"N";"N";"N";
990491666;"SKATTEOPPKREVEREN I FROSTA KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"KOMMUNEHUSET";7633;"FROSTA";1717;"FROSTA";"NO";"Norge";;"N";"N";"N";
990491682;"LEVANGER KEMNERKONTOR";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 130";7601;"LEVANGER";1719;"LEVANGER";"NO";"Norge";"Rådhuset";7600;"LEVANGER";1719;"LEVANGER";"NO";"Norge";;"N";"N";"N";
990491690;"VERDAL KEMNERKONTOR";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 130";7601;"LEVANGER";1719;"LEVANGER";"NO";"Norge";"Rådhuset";7600;"LEVANGER";1719;"LEVANGER";"NO";"Norge";;"N";"N";"N";
990491704;"KEMNEREN I MOSVIK";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Kemnerkontoret for Fosen";7120;"LEKSVIK";1718;"LEKSVIK";"NO";"Norge";;"N";"N";"N";
990491720;"SKATTEOPPKREVEREN I MIDTRE NAMDAL  NAMDALSEID KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 333 Sentrum";7801;"NAMSOS";1703;"NAMSOS";"NO";"Norge";"Abel Meyers gate 10";7800;"NAMSOS";1703;"NAMSOS";"NO";"Norge";;"N";"N";"N";
990491747;"SKATTEOPPKREVEREN I SNÅSA KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"HERREDSHUSET";7760;"SNÅSA";1736;"SNÅSA";"NO";"Norge";;"N";"N";"N";
990491755;"SKATTEOPPKREVEREN I MIDTRE NAMDAL  LIERNE KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 333 Sentrum";7801;"NAMSOS";1703;"NAMSOS";"NO";"Norge";"Abel Meyers gate 10";7800;"NAMSOS";1703;"NAMSOS";"NO";"Norge";;"N";"N";"N";
990491771;"SKATTEOPPKREVEREN I NAMSSKOGAN KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;;7890;"NAMSSKOGAN";1740;"NAMSSKOGAN";"NO";"Norge";;"N";"N";"N";
990491798;"SKATTEOPPKREVEREN I HØYLANDET KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 333 Sentrum";7801;"NAMSOS";1703;"NAMSOS";"NO";"Norge";;7977;"HØYLANDET";1743;"HØYLANDET";"NO";"Norge";;"N";"N";"N";
990491801;"SKATTEOPPKREVEREN I MIDTRE NAMDAL  OVERHALLA KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 333 Sentrum";7801;"NAMSOS";1703;"NAMSOS";"NO";"Norge";"Abel Meyers gate 10";7800;"NAMSOS";1703;"NAMSOS";"NO";"Norge";;"N";"N";"N";
990491828;"SKATTEOPPKREVEREN I MIDTRE NAMDAL  FLATANGER KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 333 Sentrum";7801;"NAMSOS";1703;"NAMSOS";"NO";"Norge";"Abel Meyers gate 10";7800;"NAMSOS";1703;"NAMSOS";"NO";"Norge";;"N";"N";"N";
990491836;"SKATTEOPPKREVEREN I VIKNA KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 133 Sentrum";7901;"RØRVIK";1750;"VIKNA";"NO";"Norge";"Engasvegen 27";7900;"RØRVIK";1750;"VIKNA";"NO";"Norge";;"N";"N";"N";
990491844;"SKATTEOPPKREVEREN I NÆRØY KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Idrettsvegen 1";7970;"KOLVEREID";1751;"NÆRØY";"NO";"Norge";;"N";"N";"N";
990491852;"SKATTEOPPKREVEREN I LEKA KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;;7994;"LEKA";1755;"LEKA";"NO";"Norge";;"N";"N";"N";
990491860;"KEMNEREN I BODØ";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 423";8001;"BODØ";1804;"BODØ";"NO";"Norge";"Moloveien 20";8003;"BODØ";1804;"BODØ";"NO";"Norge";;"N";"N";"N";
990491879;"KEMNEREN I NARVIK";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;8512;"NARVIK";1805;"NARVIK";"NO";"Norge";"Kongens gate 45";8514;"NARVIK";1805;"NARVIK";"NO";"Norge";;"N";"N";"N";
990491887;"SKATTEOPPKREVEREN I BINDAL KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Oldervikveien 5";7980;"TERRÅK";1811;"BINDAL";"NO";"Norge";;"N";"N";"N";
